CoreID,Sample,Red,Green,Blue,l,a,b
ERMSTANCADA_a,1069.277,151,118,88,75.094,4.836,16.611
ERMSTANCADA_a,1069.347,154,120,90,75.626,5.1,16.476
ERMSTANCADA_a,1069.417,154,121,90,75.823,4.567,16.81
ERMSTANCADA_a,1069.487,153,120,89,75.58,4.591,16.916
ERMSTANCADA_a,1069.557,152,119,89,75.339,4.81,16.506
ERMSTANCADA_a,1069.627,152,119,88,75.336,4.615,17.024
ERMSTANCADA_a,1069.697,154,120,89,75.623,4.907,16.99
ERMSTANCADA_a,1069.767,155,123,93,76.265,4.401,16.028
ERMSTANCADA_a,1069.837,153,122,92,75.982,4.109,16.053
ERMSTANCADA_a,1069.908,150,117,87,74.847,4.862,16.718
ERMSTANCADA_a,1069.978,152,118,88,75.137,5.154,16.686
ERMSTANCADA_a,1070.048,153,120,89,75.58,4.591,16.916
ERMSTANCADA_a,1070.118,151,118,88,75.094,4.836,16.611
ERMSTANCADA_a,1070.188,151,118,88,75.094,4.836,16.611
